composition_label,n_positions,D_act,D_coke,D_rem,D_CO2,z
Co17Ni16Pd22Rh26Ru27,8,2.3405432924628258,2.02357546488444,-1.8088496526082356,1.1124372482299805,1.2814384479767482
Co25Ni23Pd20Rh23Ru17,8,1.768654577434063,1.9568682610988617,-1.3896986757005965,1.1713595390319824,1.2756976878692607
Co28Ni18Pd24Rh20Ru18,8,1.7264425233006477,2.0671390124729703,-1.194157464163644,1.2149242162704468,1.272426171995498
Co24Ni20Pd21Rh23Ru20,8,2.6679737083613873,2.483393669128418,-1.556849479675293,1.022595763206482,1.2721580304667475
Co24Ni25Pd14Rh21Ru24,8,2.008149452507496,2.1416120529174805,-1.31362779935201,1.219575047492981,1.2672824426429092
Co20Ni11Pd28Rh29Ru20,8,1.59603750705719,2.038545778819493,-1.3109016759055,0.8687595129013063,1.2662293224891599
Co15Ni24Pd13Rh35Ru21,8,1.6032336354255676,1.8506967425346375,-1.2381470998128254,1.3754570143563407,1.2637446944737714
Co21Ni20Pd25Rh27Ru15,8,1.3334387317299843,1.6004914402961732,-1.2000406742095948,1.573348840077718,1.26156030744668
Co18Ni23Pd26Rh23Ru18,8,1.7939526587724686,2.033896247545878,-1.1542090574900308,1.3878197193145752,1.258727019325499
Co21Ni19Pd23Rh28Ru17,8,1.7315339148044586,1.9887721538543701,-1.1835214751107352,1.3247770241328647,1.2540135789119067
Co21Ni18Pd25Rh25Ru19,8,1.648241750895977,1.983702023824056,-1.1454003651936848,1.276587792805263,1.2512696469216085
Co23Ni21Pd15Rh29Ru20,8,1.9288418963551521,1.9179373383522034,-1.4333527882893882,1.2546786240168981,1.2415689434244725
Co20Ni19Pd27Rh16Ru26,8,1.7635162100195885,2.1332788467407227,-1.3714733123779297,0.6989551385243734,1.24135849017093
Co19Ni16Pd25Rh24Ru24,8,1.814496785402298,1.942155162493388,-1.290843391418457,1.292587947845459,1.2406378109402656
Co23Ni24Pd20Rh25Ru16,8,1.8734725639224052,2.244627833366394,-1.1208618879318237,1.0411658883094788,1.237769898510746
Co20Ni20Pd23Rh21Ru24,8,1.6269847974181175,1.8253283898035686,-1.254393776257833,1.3123705046517509,1.2343824483671215
Co20Ni25Pd23Rh22Ru18,8,2.084743995219469,2.222473700841268,-1.6051800251007082,0.5199597563062396,1.2337271358354178
Co12Ni29Pd19Rh20Ru28,8,1.880007278174162,2.007536125183105,-1.2335442066192626,1.3199568475995744,1.233697990125868
Co22Ni17Pd17Rh23Ru29,8,1.8420762866735458,1.6698106016431535,-1.3135922749837239,1.8099050045013427,1.2323446334800776
Co18Ni26Pd21Rh26Ru17,8,1.9953421652317047,1.9411736488342286,-1.3730568408966064,1.3472163336617606,1.2279839450206345
Co23Ni16Pd19Rh25Ru25,8,2.2576828077435493,2.4279696146647134,-1.571020523707072,0.3679763873418172,1.2265142667714353
Co22Ni15Pd23Rh25Ru23,8,1.7054434418678284,1.7876754760742188,-1.4913846254348755,1.0464782238006591,1.224649754926679
Co16Ni23Pd24Rh21Ru24,8,1.5148765444755554,1.6355340878168743,-1.4305835564931233,1.1868873834609985,1.2211196939813904
Co18Ni18Pd21Rh30Ru21,8,1.540552631020546,1.6840598185857139,-1.1488160610198974,1.5976982797895158,1.2179933066657527
Co17Ni20Pd27Rh25Ru19,8,1.8021582141518593,1.84760696547372,-1.2391260067621868,1.4515836238861084,1.2145627269673631
Co18Ni20Pd26Rh21Ru23,8,2.1704821288585663,1.7937002976735432,-1.6622000535329182,1.3264670968055725,1.2135412768696896
Co17Ni18Pd23Rh27Ru23,8,2.0013565719127655,2.05665585398674,-1.25263050198555,1.2628390789031982,1.211582555121431
Co21Ni17Pd28Rh22Ru20,8,2.0594472400844097,2.2537044048309327,-1.3851721286773682,0.7023735046386719,1.2089891386867422
Co24Ni24Pd24Rh18Ru18,8,1.780148409307003,1.5581065654754638,-1.3495163122812903,1.7952838738759358,1.20886169733401
Co17Ni22Pd26Rh20Ru23,8,1.6935177892446518,1.9189119338989258,-1.2536199887593586,1.100168432508196,1.2061775947392508
Co20Ni14Pd24Rh24Ru26,8,2.0242702439427376,2.1733736651284357,-1.3740526948656355,0.7587932518550328,1.189712941146451
